,title,abstract
15194762,Nef proteins from simian immunodeficiency virus-infected chimpanzees interact with p21-activated kinase 2 and modulate cell surface expression of various human receptors.,"The accessory Nef protein allows human immunodeficiency virus type 1 (HIV-1) to persist at high levels and to cause AIDS in infected humans. The function of HIV-1 group M subtype B nef alleles has been extensively studied, and a variety of in vitro activities believed to be important for viral pathogenesis have been established. However, the function of nef alleles derived from naturally simian immunodeficiency virus (SIV)-infected chimpanzees, the original host of HIV-1, or from the HIV-1 N and O groups resulting from independent zoonotic transmissions remains to be investigated. In the present study we demonstrate that SIVcpz and HIV-1 group N or O nef alleles down-modulate CD4, CD28, and class I or II MHC molecules and up-regulate surface expression of the invariant chain (Ii) associated with immature major histocompatibility complex (MHC) class II. Furthermore, the ability of Nef to interact with the p21-activated kinase 2 was generally conserved. The functional activity of HIV-1 group N and O nef genes did not differ significantly from group M nef alleles. However, SIVcpz nef genes as a group showed a 1.8- and 2.0-fold-higher activity in modulating CD28 (P = 0.0002) and Ii (P = 0.016) surface expression, respectively, but were 1.7-fold less active in down-regulating MHC class II molecules (P = 0.006) compared to HIV-1 M nef genes. Our finding that primary SIVcpz nef alleles derived from naturally infected chimpanzees modulate the surface expression of various human cellular receptors involved in T-cell activation and antigen presentation suggests that functional nef genes helped the chimpanzee virus to persist efficiently in infected humans immediately after zoonotic transmission."
16677157,A novel hepatitis B virus X-interactive protein: cytochrome C oxidase III.,"Hepatitis B virus-encoded X protein has been shown to be capable of activating many different viral and cellular promoters through protein-protein interactions and to contribute to the development of hepatocellular carcinoma. As its mechanism has not yet been identified unequivocally, the aim of the present study was to screen the cellular proteins that can interact with X protein."
10704345,The E7 oncoprotein of human papillomavirus type 16 interacts with F-actin in vitro and in vivo.,"We report here that E7 oncoprotein of human papillomavirus type 16 (HPV-16) forms a complex in vivo and in vitro with actin, one of the components of the cellular cytoskeleton. The in vivo interaction was detected by immunofluorescent staining and confocal microscopic examination of normal human oral keratinocytes (NHOK) and CV-1 cells after transient expression of E7 employing the vaccinia virus-T7 RNA polymerase system and by coimmunoprecipitation from an immortalized, nontumorigenic cell line obtained after transfecting NHOK with the cloned HPV-16 DNA genome. The in vitro interaction was detected by cosedimentation of bacterially expressed E7 phosphorylated with rabbit reticulocyte lysate or purified casein kinase II (CKII) prior to incubation with F-actin. This interaction was inhibited if E7 phosphorylation by the rabbit reticulocyte lysate was prevented with heparin, a CKII inhibitor, or if the amino acids Ser-31 and Ser-32 in E7, which are phosphorylated by CKII, were replaced with amino acids that cannot be phosphorylated. Interestingly, a decrease in the amount of polymerized actin occurred in cells expressing E7."
18165234,Avian and 1918 Spanish influenza a virus NS1 proteins bind to Crk/CrkL Src homology 3 domains to activate host cell signaling.,"NS1 (nonstructural protein 1) is an important virulence factor of the influenza A virus. We observed that NS1 proteins of the 1918 pandemic virus (A/Brevig Mission/1/18) and many avian influenza A viruses contain a consensus Src homology 3 (SH3) domain-binding motif. Screening of a comprehensive human SH3 phage library revealed the N-terminal SH3 of Crk and CrkL as the preferred binding partners. Studies with recombinant proteins confirmed avid binding of NS1 proteins of the 1918 virus and a representative avian H7N3 strain to Crk/CrkL SH3 but not to other SH3 domains tested, including p85alpha and p85beta. Endogenous CrkL readily co-precipitated NS1 from cells infected with the H7N3 virus. In transfected cells association with CrkL was observed for NS1 of the 1918 and H7N3 viruses but not A/Udorn/72 or A/WSN/33 NS1 lacking this sequence motif. SH3 binding was dispensable for suppression of interferon-induced gene expression by NS1 but was associated with enhanced phosphatidylinositol 3-kinase signaling, as evidenced by increased Akt phosphorylation. Thus, the Spanish Flu virus resembles avian influenza A viruses in its ability to recruit Crk/CrkL to modulate host cell signaling."
11827166,HIV-1 Rev transactivator: a beta-subunit directed substrate and effector of protein kinase CK2.,"The phosphorylation of HIV-1 Rev by protein kinase CK2 is strictly dependent on the regulatory beta subunit of the kinase and is deeply affected by conformational changes of the substrate outside the phosphorylation site. Here we show that Rev modulates a variety of CK2 properties, including autophosphorylation, catalytic activity toward calmodulin, and susceptibility to polycationic effectors, whose common denominator is the involvement of the beta subunit. Rev's two major CK2 sites are located at its N-terminus, immediately adjacent to a helix-loop-helix motif. By comparing the behaviour of full-size Rev with that of synthetic peptides reproducing, with suitable modifications, its N-terminal 26 amino acids including the phosphoacceptor site (Ser 5, Ser 8) and amphipathic helix-1, it appears that the functional interaction of the N-terminal portion of Rev with the N-terminal domain of the beta subunit must rely on both electrostatic and hydrophobic interactions. The former mainly involve Rev's arginine-rich domain (residues 35-50) in helix-2, while the latter are mostly mediated by residues 12-24 of helix-1. These data disclose the possibility that, besides displaying protective, regulatory and targeting properties with respect to the catalytic subunit, the CK2 beta subunit also plays a role as a docking site for a subset of CK2 substrates."
15970589,The homeobox protein MSX2 interacts with tax oncoproteins and represses their transactivation activity.,"Bovine leukemia virus (BLV) tax is an essential gene involved in the transcriptional activation of viral expression. Tax is also believed to be implicated in leukemogenesis because of its ability to immortalize primary cells in vitro. To gain insight into the molecular pathways mediating the activities of this important gene, we identified cellular proteins interacting with Tax. By means of a two-hybrid approach, we show that Tax specifically interacts with MSX2, a general repressor of gene expression. GST pull-down experiments and co-immunoprecipitation assays further confirmed binding specificity. Furthermore, the N-terminal residues 1-79 of MSX2 are required for binding, whereas the C-terminal residues 201-267 of MSX2 do not play a critical role. Whereas the oncogenic potential of Tax in primary cells was only slightly affected by overexpression of MSX2, the other function of Tax, namely LTR-dependent transcriptional activation, was inhibited by MSX2 in human HeLa and bovine B-lymphoblastoid (BL3) cell lines. This MSX2 repression function can be counteracted by overexpression of transcription factors CREB2 and RAP74. The Tax/MSX2 interplay thus results in repression of viral transcriptional activation possibly acting as a regulatory feedback loop. Importantly, this viral gene silencing is not strictly associated with a concomitant loss of Tax oncogenicity as measured by its ability to immortalize primary cells. And interestingly, MSX2 also interacts with and inhibits the transactivation function of the related Tax1 protein encoded by the Human T-cell leukemia virus type 1 (HTLV-1)."
16201484,[Screening and cloning of the genes of protein interacting with the N-terminal protein of hepatitis B virus DNA polymerase by yeast-two hybrid technique].,To screen and clone the genes of protein interacting with the N-terminal protein (TP) of hepatitis B virus DNA polymerase.
16518412,Biochemical and functional characterization of Epstein-Barr virus-encoded BARF1 protein: interaction with human hTid1 protein facilitates its maturation and secretion.,"EBV BARF1 gene encodes a secretory protein with transforming and mitogenic activities. In this report, the post-translational modification, folding, maturation and secretion of BARF1 are systematically studied by site-directed mutagenesis and overexpression of the protein in mammalian cells using the vaccinia/T7 system. The protein was shown to be post-translationally modified by N-linked glycosylation on the asparagine 95 residue. This modification was confirmed to be essential for the maturation and secretion of the protein. Analysis of the four cysteine residues by site-directed mutagenesis demonstrated that cysteine 146 and 201 were essential for proper folding and secretion of the protein. To search for human proteins involved in the maturation process of the protein, a yeast two-hybrid screening was carried out using the BARF1 sequence from amino acids 21-221 (BARF1Delta) as bait, leading to the identification of human hTid1 protein as a potential interacting protein. This interaction was subsequently confirmed by coimmunoprecipitation and dual immunofluorescent labeling of cells coexpressing BARF1 and hTid1, and the interaction domain in hTid1 was mapped to amino acids 149-320. Interestingly, coexpression of BARF1 with hTid1 demonstrated that hTid1 could promote secretion of BARF1, suggesting that hTid1 may act as a chaperone to facilitate the folding, processing and maturation of BARF1."
14517094,The adeno-associated virus major regulatory protein Rep78-c-Jun-DNA motif complex modulates AP-1 activity.,"Multiple epidemiologic studies show that adeno-associated virus (AAV) is negatively associated with cervical cancer (CX CA), a cancer which is positively associated with human papillomavirus (HPV) infection. Mechanisms for this correlation may be by Rep78's (AAV's major regulatory protein) ability to bind the HPV-16 p97 promoter DNA and inhibit transcription, to bind and interfere with the functions of the E7 oncoprotein of HPV-16, and to bind a variety of HPV-important cellular transcription factors such as Sp1 and TBP. c-Jun is another important cellular factor intimately linked to the HPV life cycle, as well as keratinocyte differentiation and skin development. Skin is the natural host tissue for both HPV and AAV. In this article it is demonstrated that Rep78 directly interacts with c-Jun, both in vitro and in vivo, as analyzed by Western blot, yeast two-hybrid cDNA, and electrophoretic mobility shift-supershift assay (EMSA supershift). Addition of anti-Rep78 antibodies inhibited the EMSA supershift. Investigating the biological implications of this interaction, Rep78 inhibited the c-Jun-dependent c-jun promoter in transient and stable chloramphenicol acetyl-transferase (CAT) assays. Rep78 also inhibited c-Jun-augmented c-jun promoter as well as the HPV-16 p97 promoter activity (also c-Jun regulated) in in vitro transcription assays in T47D nuclear extracts. Finally, the Rep78-c-Jun interaction mapped to the amino-half of Rep78. The ability of Rep78 to interact with c-Jun and down-regulate AP-1-dependent transcription suggests one more mechanism by which AAV may modulate the HPV life cycle and the carcinogenesis process."
15383329,Identification and cloning of a novel chromatin-associated protein partner of Epstein-Barr nuclear protein 2.,"In a screen for binding partners of the Epstein-Barr virus transformation-related protein EBNA2, we cloned a novel, evolutionarily conserved protein showing similarity to the Drosophila Parallel Sister Chromatids Protein (PASC). We have named this protein ""Friend of EBNA2"" (FOE). Human FOE encodes a protein of 1227 amino acids with a functional bipartite nuclear localization signal, an arginine-rich motif, a putative nuclear export signal as well as with three highly acidic regions and a predicted coiled-coil domain. FOE and EBNA2 coimmunoprecipitate from lymphocyte nuclear extracts. RNA and protein blots show that FOE is expressed in all human tissues. FOE is a nuclear protein with the bulk of the protein associated with the insoluble nuclear fraction biochemically defined as the nuclear matrix. Indirect immunofluorescence and dynamic imaging studies suggest that FOE associates with transcriptionally active nuclear subregions in interphase cells and concentrates at the ends of formed chromosomes during mitosis."
15843383,Identification of FEZ1 as a protein that interacts with JC virus agnoprotein and microtubules: role of agnoprotein-induced dissociation of FEZ1 from microtubules in viral propagation.,"The human polyomavirus JC virus (JCV) is the causative agent of a fatal demyelinating disease, progressive multifocal leukoencephalopathy, and encodes six major proteins, including agnoprotein. Agnoprotein colocalizes with microtubules in JCV-infected cells, but its function is not fully understood. We have now identified fasciculation and elongation protein zeta 1 (FEZ1) as a protein that interacted with JCV agnoprotein in a yeast two-hybrid screen of a human brain cDNA library. An in vitro binding assay showed that agnoprotein interacted directly with FEZ1 and microtubules. A microtubule cosedimentation assay revealed that FEZ1 also associates with microtubules and that agnoprotein induces the dissociation of FEZ1 from microtubules. Agnoprotein inhibited the promotion by FEZ1 of neurite outgrowth in PC12 cells. Conversely, overexpression of FEZ1 suppressed JCV protein expression and intracellular trafficking in JCV-infected cells. These results suggest that FEZ1 promotes neurite extension through its interaction with microtubules, and that agnoprotein facilitates JCV propagation by inducing the dissociation of FEZ1 from microtubules."
7634337,Identification of a novel cellular cofactor for the Rev/Rex class of retroviral regulatory proteins.,"HIV-1 Rev is the prototype of a class of retroviral regulatory proteins that induce the sequence-specific nuclear export of target RNAs. This function requires the Rev activation domain, which is believed to bind an essential cellular cofactor. We report the identification of a novel human gene product that binds to not only the HIV-1 Rev activation domain in vitro and in vivo but also to functionally equivalent domains in other Rev and Rex proteins. The Rev/Rex activation domain-binding (Rab) protein occupies a binding site on HIV-1 Rev that precisely matches that predicted by genetic analysis. Rab binds the Rev activation domain when Rev is assembled onto its RNA target and can significantly enhance Rev activity when overexpressed. We conclude that Rab is the predicted activation domain-specific cofactor for the Rev/Rex class of RNA export factors."
17686838,Measles virus N protein inhibits host translation by binding to eIF3-p40.,"The nonsegmented, negative-sense RNA genome of measles virus (MV) is encapsidated by the virus-encoded nucleocapsid protein (N). In this study, we searched for N-binding cellular proteins by using MV-N as bait and screening the human T-cell cDNA library by yeast two-hybrid assay and isolated the p40 subunit of eukaryotic initiation factor 3 (eIF3-p40) as a binding partner. The interaction between MV-N and eIF3-p40 in mammalian cells was confirmed by coimmunoprecipitation. Since eIF3-p40 is a translation initiation factor, we analyzed the potential inhibitory effect of MV-N on protein synthesis. Glutathione S-transferase (GST)-fused MV-N (GST-N) inhibited translation of reporter mRNAs in rabbit reticulocyte lysate translation system in a dose-dependent manner. Encephalomyocarditis virus internal ribosomal entry site-mediated translation, which requires canonical initiation factors to initiate translation, was also inhibited by GST-N. In contrast, a unique form of translation mediated by the intergenic region of Plautia stali intestine virus, which can assemble 80S ribosomes in the absence of canonical initiation factors, was scarcely affected by GST-N. In vivo expression of MV-N induced by the Cre/loxP switching system inhibited the synthesis of a transfected reporter protein, as well as overall protein synthesis. These results suggest that MV-N targets eIF3-p40 and may be involved in inhibiting MV-induced host translation."
9151883,"Uracil DNA glycosylase specifically interacts with Vpr of both human immunodeficiency virus type 1 and simian immunodeficiency virus of sooty mangabeys, but binding does not correlate with cell cycle arrest.","The Vpr protein encoded by human immunodeficiency virus type 1 (HIV-1) is important for growth of virus in macrophages and prevents infected cells from passing into mitosis (G2 arrest). The cellular target for these functions is not known, but Vpr of HIV-1 and the related Vpr from simian immunodeficiency virus of sooty mangabeys (SIV(SM)) bind the DNA repair enzyme UNG, while the Vpx protein of SIV(SM) does not. Nonetheless, a mutational analysis of Vpr showed that binding to UNG is neither necessary nor sufficient for the effect of Vpr on the cell cycle."
17049367,"mda-5, but not RIG-I, is a common target for paramyxovirus V proteins.","The induction of IFN-beta by the paramyxovirus PIV5 (formerly known as SV5) is limited by the action of the viral V protein that targets the cellular RNA helicase mda-5. Here we show that 12 other paramyxoviruses also target mda-5 by a direct interaction between the conserved cysteine-rich C-terminus of their V proteins and the helicase domain of mda-5. The inhibition of IFN-beta induction is not species-restricted, being observed in a range of mammalian cells as well as in avian cells, and we show that the inhibition of mda-5 function is also not restricted to mammalian cells. In contrast, the V proteins do not bind to the related RNA helicase RIG-I and do not inhibit its activity. The relative contributions of mda-5 and RIG-I to IFN-beta induction are discussed."
17192311,Nuclear import of bovine papillomavirus type 1 E1 protein is mediated by multiple alpha importins and is negatively regulated by phosphorylation near a nuclear localization signal.,"Papillomavirus DNA replication occurs in the nucleus of infected cells and requires the viral E1 protein, which enters the nuclei of host epithelial cells and carries out enzymatic functions required for the initiation of viral DNA replication. In this study, we investigated the pathway and regulation of the nuclear import of the E1 protein from bovine papillomavirus type 1 (BPV1). Using an in vitro binding assay, we determined that the E1 protein interacted with importins alpha3, alpha4, and alpha5 via its nuclear localization signal (NLS) sequence. In agreement with this result, purified E1 protein was effectively imported into the nucleus of digitonin-permeabilized HeLa cells after incubation with importin alpha3, alpha4, or alpha5 and other necessary import factors. We also observed that in vitro binding of E1 protein to all three alpha importins was significantly decreased by the introduction of pseudophosphorylation mutations in the NLS region. Consistent with the binding defect, pseudophosphorylated E1 protein failed to enter the nucleus of digitonin-permeabilized HeLa cells in vitro. Likewise, the pseudophosphorylation mutant showed aberrant intracellular localization in vivo and accumulated primarily on the nuclear envelope in transfected HeLa cells, while the corresponding alanine replacement mutant displayed the same cellular location pattern as wild-type E1 protein. Collectively, our data demonstrate that BPV1 E1 protein can be transported into the nucleus by more than one importin alpha and suggest that E1 phosphorylation by host cell kinases plays a regulatory role in modulating E1 nucleocytoplasmic localization. This phosphoregulation of nuclear E1 protein uptake may contribute to the coordination of viral replication with keratinocyte proliferation and differentiation."
12351659,Molecular examination of the transmembrane requirements of the platelet-derived growth factor beta receptor for a productive interaction with the bovine papillomavirus E5 oncoprotein.,"The small transmembrane E5 protein of bovine papillomavirus (BPV) transforms cells by forming a stable complex with and activating the platelet-derived growth factor beta receptor (PDGFbetaR). The E5/PDGFbetaR interaction is thought to involve specific physical contacts between the transmembrane domains of the two proteins. Lys(499) at the extracellular juxtamembrane position and Thr(513) within the transmembrane domain of the PDGFbetaR are required for the interaction and are predicted to contact analogously positioned residues in the E5 protein. Here, mutagenic analysis of the transmembrane region of the PDGFbetaR was performed to further characterize the nature of the E5/PDGFbetaR interaction. We show that the receptor transmembrane domain, with minimal extracellular and intracellular sequence, is sufficient for the interaction. In addition, we provide evidence that the polar nature of Thr(513) as well as its positioning along the transmembrane alpha-helix is important for the interaction. We also identify the receptor transmembrane amino acids Ile(506) and Leu(520) as additional requirements for the interaction. Because Lys(499), Thr(513), Ile(506), and Leu(520) all align along the same face of the predicted PDGFbetaR transmembrane alpha-helix, our data support the model that the PDGFbetaR contacts the E5 protein via multiple amino acids along a single alpha-helical interface."
15674330,Interaction of HTLV-1 Tax and methyl-CpG-binding domain 2 positively regulates the gene expression from the hypermethylated LTR.,"Epigenetic regulation of gene expression is critical in the maintenance of cellular homeostasis. Dysregulation of normal epigenetic transcription occurs in abnormal physiological conditions, such as those seen in cancer cells and cells infected with parasites, making the mechanism underlying abnormal epigenetic transcription of great interest. Gene expression of human T-cell leukemia virus type 1 (HTLV-1) is regulated by a viral transcriptional stimulator, Tax. We herein report a novel mechanism of transcription from the HTLV-1 long terminal repeat (LTR) that is regulated by Tax. In this study, we determined that Tax is able to activate transcription from the LTR, even when it was heavily methylated. In addition, the methyl-CpG-binding domain 2 (MBD2) protein played an important role in Tax-mediated transcriptional activation. We demonstrated the importance of a physical interaction between Tax and MBD2 in enhancing the transcriptional activity of Tax against the methylated LTR. Furthermore, we identified the formation of a protein complex composed of MBD2 and Tax bound to the methylated LTR. We propose a new model of epigenetic regulation by MBD2 acting in concert with a virally encoded transactivator, Tax. Our observation provides insight into the epigenetic regulation of gene expression and the diverse mechanisms of transcriptional regulation using methylated promoters."
12181323,"Negative regulation of Epstein-Barr virus latent membrane protein 1-mediated functions by the bone morphogenetic protein receptor IA-binding protein, BRAM1.","The latent membrane protein 1 (LMP1) of Epstein-Barr virus causes cellular transformation and activates several intracellular signals, including NF-kappaB and c-Jun N-terminal kinase. Using yeast two-hybrid screening with the LMP1 C-terminal sequence as bait, we demonstrate that BRAM1 (bone morphogenetic protein receptor-associated molecule 1) is an LMP1-interacting protein. BRAM1 associates with LMP1, both in vitro and in vivo, as revealed by confocal microscopy, glutathione S-transferase pull-down, and co-immunoprecipitation assays. This association mainly involves the C-terminal half of BRAM1 comprising the MYND domain and the CTAR2 region of LMP1, which is critical in LMP1-mediated signaling pathways. We show that BRAM1 interferes with LMP1-mediated NF-kappaB activation but not the JNK signaling pathway. Because the CTAR2 region interacts with the tumor necrosis factor (TNF-alpha receptor-associated death domain protein, it is interesting to find that BRAM1 also interferes with NF-kappaB activation mediated by TNF-alpha. BRAM1 interferes LMP1-mediated and TNF-alpha-induced NF-kappaB activation by targeting IkappaBalpha molecules. Moreover, BRAM1 inhibits the resistance of LMP1-expressing cells to TNF-alpha-induced cytotoxicity. We therefore propose that the BRAM1 molecule associates with LMP1 and functions as a negative regulator of LMP1-mediated biological functions."
17959659,Human immunodeficiency virus type 1 Vpu protein interacts with CD74 and modulates major histocompatibility complex class II presentation.,"The human immunodeficiency virus type 1 (HIV-1) Vpu accessory protein is a transmembrane protein that down regulates CD4 expression and promotes the release of new virions. We screened a human leukocyte-specific yeast two-hybrid expression library to discover novel Vpu-interacting cellular proteins. The major histocompatibility complex class II (MHC II) invariant chain, also called Ii or CD74, was found to be one such protein. We show direct binding of Vpu and CD74 by using a yeast two-hybrid assay and coimmunoprecipitation from HIV-1-infected cells. The cytoplasmic region of Vpu was found to interact with the 30-amino-acid cytoplasmic tail of CD74. Human monocytic U937 cells infected with wild-type or Vpu-defective HIV-1 and transfected cells showed that Vpu down modulated the surface expression of mature MHC II molecules. The reduction in cell surface mature MHC II molecules correlated with decreased antigen presentation to T cells in culture. Thus, the Vpu protein also contributes to viral persistence by attenuating immune responses during HIV infection. This report further exemplifies the rich diversity and redundancy shown by HIV in immune evasion."
16150693,Murine gamma-herpesvirus 68 latency protein M2 binds to Vav signaling proteins and inhibits B-cell receptor-induced cell cycle arrest and apoptosis in WEHI-231 B cells.,"The MHV-68 latent protein, M2, does not have homology to any known viral or cellular proteins, and its function is unclear. To define the role played by M2 during MHV-68 latency as well as the molecular mechanism involved, we used M2 as bait to screen a yeast two-hybrid mouse B-cell cDNA library. Vav1 was identified as an M2-interacting protein in two independent screenings. Subsequent yeast two-hybrid interaction studies showed that M2 also binds to Vav2, but not Vav3, and that three ""PXXP"" motifs located at the C terminus of M2 are important for this interaction. The interactions between M2 and Vav proteins were also confirmed in vivo in 293T and WEHI-231 B-cells by co-immunoprecipitation assays. Rac1/GST-PAK ""pull-down"" experiments and Western blot analysis using a phospho-Vav antibody demonstrated that expression of M2 in WEHI-231 cells enhances Vav activity. We further showed in WEHI-231 cells that M2 expression promotes proliferation and survival and is associated with enhanced cyclin D2 and repressed p27(Kip1), p130, and Bim expression. Taken together, these experiments suggest that M2 might have an important role in disseminating the latent virus during the establishment and maintenance of latency by modulating B-cell receptor-mediated signaling events through Vav to promote B-cell activation, proliferation, and survival."
8955054,"Epstein-Barr nuclear antigen-3 and -4 interact with RBP-2N, a major isoform of RBP-J kappa in B lymphocytes.","The Epstein-Barr nuclear antigen (EBNA)-3 and EBNA-4 proteins are thought to act as transcriptional transactivators. The yeast two-hybrid system and coimmunoprecipitation were used to demonstrate that EBNA-3 and -4 associate with the DNA-binding protein RBP-2N, an isoform of RBP-J kappa. A comparison between EBNA-3, EBNA-4, and EBNA-6 binding to RBP-2N indicated that EBNA-3 enhanced beta-galactosidase activity 4-fold more than EBNA-6 and 30-fold more than EBNA-4. Assay of RBP-2N deletion mutants demonstrated that EBNA-3 binds to regions of RBP-2N which are distinct from those to which EBNA-2 and -6 interact, whereas EBNA-4 binds to the same region of RBP-2N as EBNA-2 and -6 (amino acids 159-331 of RBP-2N). Interaction of both A- and B-type EBNA-3 with RBP-2N was also demonstrated by immunoprecipitation. RT-PCR analysis of a panel of B cell lymphomas and lymphoblastoid cell lines demonstrated that higher levels of RBP-2N were expressed, in comparison to RBP-J kappa, indicating that RBP-2N is a major isoform expressed in B cells. These results suggest that all the EBNA-3 family proteins lead to transcriptional regulation via interaction with RBP-2N."
14999100,A single amino acid difference in the host APOBEC3G protein controls the primate species specificity of HIV type 1 virion infectivity factor.,"The HIV type 1 (HIV-1) virion infectivity factor (Vif) protein blocks the action of the host defense factor APOBEC3G in human cells, thereby allowing release of infectious virions, but fails to inhibit similar APOBEC3G proteins present in some simian cells. Conversely, the Vif protein encoded by the African green monkey (agm) simian immunodeficiency virus (SIV) can block agm APOBEC3G function but fails to inhibit human APOBEC3G. This difference plays a key role in determining the primate species tropism of HIV-1 and SIV agm. Here, we demonstrate that a single APOBEC3G residue, which is an aspartic acid in human APOBEC3G and a lysine in agm APOBEC3G, controls the ability of the HIV-1 Vif protein to bind and inactivate these host defense factors. These data identify a critical charged residue that plays a key role in mediating the formation of the distinct Vif:APOBEC3G complexes formed in human and simian cells. Moreover, these results suggest that the biological barrier preventing the entry of additional SIV into the human population as zoonotic infections is potentially quite fragile."
11971966,Physical interaction of human T-cell leukemia virus type 1 Tax with cyclin-dependent kinase 4 stimulates the phosphorylation of retinoblastoma protein.,"The Tax oncoprotein of human T-cell leukemia virus type 1 (HTLV-1) induces leukemia in transgenic mice and permanent T-cell growth in vitro. In transformed lymphocytes, it acts as an essential growth factor. Tax stimulates the cell cycle in the G(1) phase by activating the cyclin-dependent kinase (CDK) CDK4 and CDK6 holoenzyme complexes. Here we show that Tax directly interacts with CDK4. This binding to CDK4 was specific, since Tax did not bind to either CDK2 or CDK1. The interaction with CDK4/cyclin D complexes was observed in vitro, in transfected fibroblasts, in HTLV-1-infected T cells, and in adult T-cell leukemia-derived cultures. Binding studies with several point and deletion mutants indicated that the N terminus of Tax mediates the interaction with CDK4. The Tax/CDK complex represented an active holoenzyme which capably phosphorylates the Rb protein in vitro and is resistant to repression by the inhibitor p21(CIP). Binding-deficient Tax mutants failed to activate CDK4, indicating that direct association with Tax is required for enhanced kinase activity. Tax also increased the association of CDK4 with its positive cyclin regulatory subunit. Thus, protein-protein contact between Tax and the components of the cyclin D/CDK complexes provides a further mechanistic explanation for the mitogenic and immortalizing effects of this HTLV-1 oncoprotein."
15767367,Vaccinia virus protein A46R targets multiple Toll-like-interleukin-1 receptor adaptors and contributes to virulence.,"Viral immune evasion strategies target key aspects of the host antiviral response. Recently, it has been recognized that Toll-like receptors (TLRs) have a role in innate defense against viruses. Here, we define the function of the vaccinia virus (VV) protein A46R and show it inhibits intracellular signalling by a range of TLRs. TLR signalling is triggered by homotypic interactions between the Toll-like-interleukin-1 resistance (TIR) domains of the receptors and adaptor molecules. A46R contains a TIR domain and is the only viral TIR domain-containing protein identified to date. We demonstrate that A46R targets the host TIR adaptors myeloid differentiation factor 88 (MyD88), MyD88 adaptor-like, TIR domain-containing adaptor inducing IFN-beta (TRIF), and the TRIF-related adaptor molecule and thereby interferes with downstream activation of mitogen-activated protein kinases and nuclear factor kappaB. TRIF mediates activation of interferon (IFN) regulatory factor 3 (IRF3) and induction of IFN-beta by TLR3 and TLR4 and suppresses VV replication in macrophages. Here, A46R disrupted TRIF-induced IRF3 activation and induction of the TRIF-dependent gene regulated on activation, normal T cell expressed and secreted. Furthermore, we show that A46R is functionally distinct from another described VV TLR inhibitor, A52R. Importantly, VV lacking the A46R gene was attenuated in a murine intranasal model, demonstrating the importance of A46R for VV virulence."
10364319,Epstein-Barr virus nuclear antigen 3C interacts with histone deacetylase to repress transcription.,"EBNA3C can specifically repress the expression of reporter plasmids containing EBV Cp latency-associated promoter elements. Cp is normally the main promoter for EBNA mRNA initiation, so it appears that EBNA3C contributes to a negative autoregulatory control loop. By mutational analysis it was previously established that this repression is consistent with EBNA3C being targeted to Cp by binding the cellular sequence-specific DNA-binding protein CBF1 (also known as recombination signal-binding protein [RBP]-Jkappa. Further analysis suggested that in vivo a corepressor interacts with EBNA3C in this DNA binding complex. Results presented here are all consistent with a component of such a corepressor exhibiting histone deacetylase activity. The drug trichostatin A, which specifically inhibits histone deacetylases, relieved two- to threefold the repression of Cp induced by EBNA3C in two different cell types. Moreover, repression of pTK-CAT-Cp4x by EBNA3C was specifically enhanced by cotransfection of an expression plasmid for human histone deacetylase-1 (HDAC1). Consistent with these functional assays, in vitro-translated HDAC1 bound to a glutathione S-transferase (GST) fusion protein including full-length EBNA3C, and in the reciprocal experiment EBNA3C bound to a GST fusion with the N terminus of HDAC1. Coimmunoprecipitations also revealed an EBNA3C-HDAC1 interaction in vivo, and GST-EBNA3C bound functional histone deacetylase enzyme activity from HeLa cell nuclear extracts. The region of EBNA3C involved in the interaction with HDAC1 appears to correspond to the region which is necessary for binding to CBF1/RBP-Jkappa. A direct physical interaction between EBNA3C and HDAC1 was demonstrated with recombinant proteins purified from bacterial cells, and we therefore conclude that HDAC1 and CBF1/RBP-Jkappa bind to the same or adjacent regions of EBNA3C. These data suggest that recruitment of histone deacetylase activity makes a significant contribution to the repression of transcription from Cp because EBNA3C bridges an interaction between CBF1/RBP-Jkappa and HDAC1."
11880649,Antivirally active MxA protein sequesters La Crosse virus nucleocapsid protein into perinuclear complexes.,"Bunyaviruses replicate in the cytoplasm of infected cells. New viral particles are formed by budding of nucleocapsids into the Golgi apparatus. We have previously shown that the IFN-induced human MxA protein inhibits bunyavirus replication by an unknown mechanism. Here we demonstrate that MxA binds to the nucleocapsid protein of La Crosse virus (LACV) and colocalizes with the viral protein in cytoplasmic complexes. Electron microscopy revealed that these complexes accumulated in the perinuclear area and consisted of highly ordered fibrillary structures. A similar MxA-mediated redistribution of viral nucleocapsid proteins was detected with other bunyaviruses, such as Bunyamwera virus and Rift Valley fever virus. MxA(E645R), a carboxy-terminal mutant of MxA without antiviral activity against LACV, did not lead to complex formation. Wild-type MxA, but not MxA(E645R), was able to bind to LACV nucleocapsid protein in coimmunoprecipitation assays, demonstrating the importance of the carboxy-terminal effector domain of MxA. These results illustrate an efficient mechanism of IFN action whereby an essential virus component is trapped in cytoplasmic inclusions and becomes unavailable for the generation of new virus particles."
